"No.","Time","Source","Destination","Protocol","Length","Info","Response time"
"1330","188.822329500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=311/14081, ttl=116 (request in 1329)","6.7071"
"1347","189.839665400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=312/14337, ttl=116 (request in 1346)","6.7688"
"1368","190.851757900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=313/14593, ttl=116 (request in 1367)","6.7256"
"1376","191.870891100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=314/14849, ttl=116 (request in 1375)","6.964"
"1383","192.884269200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=315/15105, ttl=116 (request in 1382)","5.4099"
"1393","193.913625800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=316/15361, ttl=116 (request in 1392)","6.3372"
"1410","194.932096500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=317/15617, ttl=116 (request in 1409)","7.6771"
"1421","195.948996800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=318/15873, ttl=116 (request in 1420)","7.2733"
"1428","196.963439300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=319/16129, ttl=116 (request in 1427)","6.6264"
"1441","197.977071400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=320/16385, ttl=116 (request in 1440)","6.6538"
"1446","198.994699300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=321/16641, ttl=116 (request in 1445)","7.7279"
"1453","200.007917400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=322/16897, ttl=116 (request in 1452)","5.3562"
"1462","201.025020100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=323/17153, ttl=116 (request in 1461)","6.6923"
"1468","202.042775800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=324/17409, ttl=116 (request in 1467)","5.5857"
"1472","203.055342700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=325/17665, ttl=116 (request in 1471)","5.9283"
"1475","204.075356700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=326/17921, ttl=116 (request in 1474)","9.9767"
"1480","205.089259100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=327/18177, ttl=116 (request in 1479)","8.4407"
"1484","206.105830700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=328/18433, ttl=116 (request in 1483)","8.0338"
"1488","207.119129600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=329/18689, ttl=116 (request in 1487)","7.0522"
"1492","208.139682700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=330/18945, ttl=116 (request in 1491)","11.4145"
"1495","209.157286800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=331/19201, ttl=116 (request in 1494)","12.3635"
"1501","210.167062300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=332/19457, ttl=116 (request in 1500)","7.4593"
"1504","211.183129800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=333/19713, ttl=116 (request in 1503)","8.1893"
"1511","212.200397800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=334/19969, ttl=116 (request in 1510)","9.9778"
"1515","213.214309100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=335/20225, ttl=116 (request in 1514)","7.5601"
"1520","214.229330100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=336/20481, ttl=116 (request in 1519)","7.1027"
"1525","215.246512200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=337/20737, ttl=116 (request in 1524)","7.8083"
"1529","216.277875300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=338/20993, ttl=116 (request in 1528)","7.6426"
"1533","217.298452900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=339/21249, ttl=116 (request in 1532)","10.7091"
"1547","218.323308300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=340/21505, ttl=116 (request in 1546)","5.5223"
"1552","219.338644100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=341/21761, ttl=116 (request in 1551)","5.8171"
"1558","220.372956900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=342/22017, ttl=116 (request in 1557)","6.7908"
"1563","221.405622000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=343/22273, ttl=116 (request in 1562)","7.0683"
"1567","222.439143700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=344/22529, ttl=116 (request in 1566)","7.6609"
"1570","223.473565800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=345/22785, ttl=116 (request in 1569)","9.8898"
"1573","224.491611100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=346/23041, ttl=116 (request in 1572)","6.195"
"1577","225.508994600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=347/23297, ttl=116 (request in 1576)","6.8038"
"1583","226.524803200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=348/23553, ttl=116 (request in 1582)","7.4689"
"1587","227.540426100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=349/23809, ttl=116 (request in 1586)","6.2279"
"1593","228.555212300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=350/24065, ttl=116 (request in 1592)","6.6422"
"1601","229.584087100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=351/24321, ttl=116 (request in 1600)","7.588"
"1609","230.601693500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=352/24577, ttl=116 (request in 1607)","5.6723"
"1614","231.633567800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=353/24833, ttl=116 (request in 1612)","10.5828"
"1619","232.661151600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=354/25089, ttl=116 (request in 1618)","6.2025"
"1630","233.683152800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=355/25345, ttl=116 (request in 1628)","9.0272"
"1640","234.695464500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=356/25601, ttl=116 (request in 1639)","5.8037"
"1645","235.714337500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=357/25857, ttl=116 (request in 1644)","9.3279"
"1649","236.726272900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=358/26113, ttl=116 (request in 1648)","5.9603"
"1659","237.741521100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=359/26369, ttl=116 (request in 1658)","5.9467"
"1663","238.776786800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=360/26625, ttl=116 (request in 1662)","10.9724"
"1667","239.789024300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=361/26881, ttl=116 (request in 1666)","6.6816"
"1673","240.803326600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=362/27137, ttl=116 (request in 1672)","5.4891"
"1681","241.837109100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=363/27393, ttl=116 (request in 1680)","6.7378"
"1686","242.852981400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=364/27649, ttl=116 (request in 1685)","6.538"
"1690","243.868584800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=365/27905, ttl=116 (request in 1689)","6.2536"
"1694","244.888407200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=366/28161, ttl=116 (request in 1693)","10.2388"
"1703","245.898379500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=367/28417, ttl=116 (request in 1702)","5.3686"
"1715","246.915763200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=368/28673, ttl=116 (request in 1714)","6.7794"
"1719","247.930588400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=369/28929, ttl=116 (request in 1718)","6.311"
"1723","248.946182900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=370/29185, ttl=116 (request in 1722)","5.6541"
"1729","249.962000700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=371/29441, ttl=116 (request in 1728)","5.8585"
"1797","250.977971200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=372/29697, ttl=116 (request in 1796)","6.9214"
"1802","251.995440400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=373/29953, ttl=116 (request in 1801)","7.1208"
"1806","253.011827500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=374/30209, ttl=116 (request in 1805)","6.3203"
"1810","254.045937000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=375/30465, ttl=116 (request in 1809)","9.0573"
"1813","255.062609800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=376/30721, ttl=116 (request in 1812)","11.9385"
"1815","256.086054900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=377/30977, ttl=116 (request in 1814)","7.108"
"1819","257.103108500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=378/31233, ttl=116 (request in 1818)","6.3792"
"1833","258.122960400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=379/31489, ttl=116 (request in 1832)","7.5725"
"1840","259.136015300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=380/31745, ttl=116 (request in 1839)","6.8623"
"1845","260.151275400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=381/32001, ttl=116 (request in 1844)","7.0529"
"1849","261.172309100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=382/32257, ttl=116 (request in 1848)","11.7793"
"1854","262.195444900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=383/32513, ttl=116 (request in 1853)","5.7435"
"1859","263.216590700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=384/32769, ttl=116 (request in 1858)","6.8272"
"1862","264.250083500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=385/33025, ttl=116 (request in 1861)","5.4329"
"1866","265.281705500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=386/33281, ttl=116 (request in 1865)","7.3742"
"1871","266.288709500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=387/33537, ttl=116 (request in 1870)","5.6881"
"1877","267.305729500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=388/33793, ttl=116 (request in 1876)","6.1612"
"1883","268.328617600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=389/34049, ttl=116 (request in 1882)","6.9335"
"1885","269.335186600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=390/34305, ttl=116 (request in 1884)","5.7432"
"1891","270.365211100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=391/34561, ttl=116 (request in 1890)","18.5517"
"1898","271.368540000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=392/34817, ttl=116 (request in 1897)","6.9775"
"1902","272.374915500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=393/35073, ttl=116 (request in 1901)","7.0404"
"1904","273.391970800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=394/35329, ttl=116 (request in 1903)","8.7413"
"1912","274.415257800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=395/35585, ttl=116 (request in 1911)","7.2604"
"1916","275.431122700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=396/35841, ttl=116 (request in 1915)","6.8361"
"1922","276.446006200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=397/36097, ttl=116 (request in 1921)","6.3265"
"1926","277.461713900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=398/36353, ttl=116 (request in 1925)","6.0235"
"1940","278.486681300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=399/36609, ttl=116 (request in 1939)","7.6239"
"1947","279.508767100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=400/36865, ttl=116 (request in 1946)","6.1851"
"1952","280.526245900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=401/37121, ttl=116 (request in 1951)","7.4356"
"1956","281.539512800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=402/37377, ttl=116 (request in 1955)","6.3481"
"1960","282.556317700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=403/37633, ttl=116 (request in 1959)","7.0676"
"1966","283.571102000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=404/37889, ttl=116 (request in 1965)","5.8978"
"1970","284.587956200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=405/38145, ttl=116 (request in 1969)","7.2273"
"1974","285.602804900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=406/38401, ttl=116 (request in 1973)","5.6073"
"1976","286.618822600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=407/38657, ttl=116 (request in 1975)","6.2969"
"1980","287.633359300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=408/38913, ttl=116 (request in 1979)","6.6537"
"1984","288.650926600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=409/39169, ttl=116 (request in 1983)","8.0298"
"1986","289.666086700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=410/39425, ttl=116 (request in 1985)","6.215"
"1992","290.680916100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=411/39681, ttl=116 (request in 1991)","8.0805"
"1994","291.696124100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=412/39937, ttl=116 (request in 1993)","6.4297"
"1997","292.713882800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=413/40193, ttl=116 (request in 1996)","7.3705"
"1999","293.739448100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=414/40449, ttl=116 (request in 1998)","8.2483"
"2003","294.760373200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=415/40705, ttl=116 (request in 2002)","7.311"
"2007","295.774493400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=416/40961, ttl=116 (request in 2006)","5.6867"
"2010","296.805088400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=417/41217, ttl=116 (request in 2009)","7.8984"
"2019","297.824269900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=418/41473, ttl=116 (request in 2018)","9.1775"
"2021","298.837845200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=419/41729, ttl=116 (request in 2020)","6.6728"
"2024","299.852054900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=420/41985, ttl=116 (request in 2023)","8.0706"
"2029","300.870162300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=421/42241, ttl=116 (request in 2028)","7.6225"
"2033","301.887445000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=422/42497, ttl=116 (request in 2032)","6.5543"
"2035","302.913049400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=423/42753, ttl=116 (request in 2034)","6.4886"
"2039","303.931417900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=424/43009, ttl=116 (request in 2038)","6.899"
"2044","304.948425000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=425/43265, ttl=116 (request in 2043)","7.337"
"2048","305.961775300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=426/43521, ttl=116 (request in 2047)","6.2342"
"2052","306.976843200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=427/43777, ttl=116 (request in 2051)","6.4895"
"2058","307.993372700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=428/44033, ttl=116 (request in 2057)","6.2379"
"2060","309.008750800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=429/44289, ttl=116 (request in 2059)","6.4872"
"2064","310.025674500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=430/44545, ttl=116 (request in 2063)","7.8653"
"2070","311.040386100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=431/44801, ttl=116 (request in 2069)","5.9511"
"2074","312.055817400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=432/45057, ttl=116 (request in 2073)","6.5944"
"2077","313.087556000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=433/45313, ttl=116 (request in 2076)","7.2816"
"2080","314.101646000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=434/45569, ttl=116 (request in 2079)","6.2991"
"2084","315.119177500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=435/45825, ttl=116 (request in 2083)","7.3435"
"2087","316.134392900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=436/46081, ttl=116 (request in 2086)","6.8801"
"2102","317.148745300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=437/46337, ttl=116 (request in 2101)","6.216"
"2114","318.168204600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=438/46593, ttl=116 (request in 2113)","7.5518"
"2118","319.198061600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=439/46849, ttl=116 (request in 2117)","6.3262"
"2123","320.214070600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=440/47105, ttl=116 (request in 2122)","7.8817"
"2126","321.231407300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=441/47361, ttl=116 (request in 2125)","8.2524"
"2132","322.261808100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=442/47617, ttl=116 (request in 2131)","6.8228"
"2135","323.276927500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=443/47873, ttl=116 (request in 2134)","6.7676"
"2140","324.292675700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=444/48129, ttl=116 (request in 2139)","7.0593"
"2148","325.309077100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=445/48385, ttl=116 (request in 2147)","6.1608"
"2153","326.325676500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=446/48641, ttl=116 (request in 2152)","8.513"
"2156","327.339229500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=447/48897, ttl=116 (request in 2155)","6.3558"
"2171","328.355358400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=448/49153, ttl=116 (request in 2170)","6.5385"
"2181","329.372019000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=449/49409, ttl=116 (request in 2180)","7.4591"
"2186","330.384153800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=450/49665, ttl=116 (request in 2185)","7.9836"
"2188","331.404024500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=451/49921, ttl=116 (request in 2187)","7.9316"
"2195","332.423855200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=452/50177, ttl=116 (request in 2194)","11.853"
"2207","333.430491400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=453/50433, ttl=116 (request in 2206)","6.8914"
"2209","334.444274800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=454/50689, ttl=116 (request in 2208)","6.0037"
"2214","335.464904000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=455/50945, ttl=116 (request in 2213)","6.3744"
"2217","336.480773100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=456/51201, ttl=116 (request in 2216)","6.716"
"2222","337.496081900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=457/51457, ttl=116 (request in 2221)","7.1598"
"2242","338.514234700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=458/51713, ttl=116 (request in 2241)","7.9089"
"2252","339.540615000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=459/51969, ttl=116 (request in 2251)","6.5644"
"2256","340.563064200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=460/52225, ttl=116 (request in 2255)","7.3911"
"2259","341.586650000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=461/52481, ttl=116 (request in 2258)","5.6845"
"2262","342.603842700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=462/52737, ttl=116 (request in 2261)","7.0596"
"2266","343.627033600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=463/52993, ttl=116 (request in 2265)","7.0479"
"2272","344.648702600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=464/53249, ttl=116 (request in 2271)","6.4857"
"2277","345.664612700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=465/53505, ttl=116 (request in 2276)","6.5438"
"2281","346.688666700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=466/53761, ttl=116 (request in 2280)","6.5849"
"2283","347.723956000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=467/54017, ttl=116 (request in 2282)","7.9864"
"2290","348.741536700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=468/54273, ttl=116 (request in 2289)","5.9504"
"2295","349.759018300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=469/54529, ttl=116 (request in 2294)","7.42"
"2298","350.785549200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=470/54785, ttl=116 (request in 2297)","7.1298"
"2300","351.805387800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=471/55041, ttl=116 (request in 2299)","5.7509"
"2303","352.822431400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=472/55297, ttl=116 (request in 2302)","7.9518"
"2307","353.836970800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=473/55553, ttl=116 (request in 2306)","7.291"
"2311","354.854171900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=474/55809, ttl=116 (request in 2310)","7.8833"
"2316","355.868760000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=475/56065, ttl=116 (request in 2315)","6.5531"
"2325","356.894115400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=476/56321, ttl=116 (request in 2324)","5.3326"
"2337","357.915982000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=477/56577, ttl=116 (request in 2336)","7.2412"
"2342","358.931319900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=478/56833, ttl=116 (request in 2341)","7.2677"
"2352","359.946696800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=479/57089, ttl=116 (request in 2351)","7.3695"
"2358","360.963010500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=480/57345, ttl=116 (request in 2357)","6.0195"
"2363","361.977483400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=481/57601, ttl=116 (request in 2362)","7.7344"
"2371","362.994086700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=482/57857, ttl=116 (request in 2370)","7.9018"
"2376","364.022827200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=483/58113, ttl=116 (request in 2375)","7.3119"
"2379","365.041310500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=484/58369, ttl=116 (request in 2378)","7.2771"
"2383","366.071046800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=485/58625, ttl=116 (request in 2382)","6.9698"
"2388","367.088020700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=486/58881, ttl=116 (request in 2387)","6.5624"
"2473","368.103541000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=487/59137, ttl=116 (request in 2472)","6.5896"
"2479","369.119516800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=488/59393, ttl=116 (request in 2478)","7.1917"
"2483","370.149538400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=489/59649, ttl=116 (request in 2482)","7.0509"
